Product name,Product description,Category,Subcategory,Color,Size,Material,Tags,TEXT_CONTENT,TOKENS,TOKENS_FILTERED,TOKENS_LEMMATIZED,TAGS_LIST,TAGS_LIST_FINAL,PROCESSED_TEXT
Indigenous Brass Adjustable Ring with Sampaguita Motif,"A brass ring with sampaguita flower-inspired indigenous design, adjustable for comfort.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, sampaguita motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Sampaguita Motif A brass ring with sampaguita flower-inspired indigenous design, adjustable for comfort. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Sampaguita', 'Motif', 'A', 'brass', 'ring', 'with', 'sampaguita', 'flower-inspired', 'indigenous', 'design', ',', 'adjustable', 'for', 'comfort', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Sampaguita', 'Motif', 'brass', 'ring', 'sampaguita', 'flower-inspired', 'indigenous', 'design', 'adjustable', 'comfort', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Sampaguita', 'Motif', 'brass', 'ring', 'sampaguita', 'flower-inspired', 'indigenous', 'design', 'adjustable', 'comfort', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'sampaguita motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring sampaguita motif brass ring sampaguita flower-inspired indigenous design adjustable comfort white unspecified brass
Indigenous Brass Adjustable Ring with Birds of Paradise Motif,"A brass ring featuring birds of paradise-inspired indigenous design, adjustable fit.",Jewelry,Ring,Multicolor,UNSPECIFIED,Brass,"ring, birds of paradise motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Birds of Paradise Motif A brass ring featuring birds of paradise-inspired indigenous design, adjustable fit. Multicolor UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Birds', 'of', 'Paradise', 'Motif', 'A', 'brass', 'ring', 'featuring', 'birds', 'of', 'paradise-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Multicolor', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Birds', 'Paradise', 'Motif', 'brass', 'ring', 'birds', 'paradise-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Multicolor', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Birds', 'Paradise', 'Motif', 'brass', 'ring', 'bird', 'paradise-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Multicolor', 'UNSPECIFIED', 'Brass']","['ring', 'birds of paradise motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring bird paradise motif brass ring bird paradise-inspired indigenous design adjustable fit multicolor unspecified brass
Indigenous Brass Adjustable Ring with Rosette Motif,"A brass ring with rosette-inspired indigenous design, adjustable for size.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, rosette motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Rosette Motif A brass ring with rosette-inspired indigenous design, adjustable for size. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Rosette', 'Motif', 'A', 'brass', 'ring', 'with', 'rosette-inspired', 'indigenous', 'design', ',', 'adjustable', 'for', 'size', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Rosette', 'Motif', 'brass', 'ring', 'rosette-inspired', 'indigenous', 'design', 'adjustable', 'size', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Rosette', 'Motif', 'brass', 'ring', 'rosette-inspired', 'indigenous', 'design', 'adjustable', 'size', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'rosette motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring rosette motif brass ring rosette-inspired indigenous design adjustable size gold unspecified brass
Indigenous Brass Adjustable Ring with Golden Bloom Motif,"A brass ring featuring golden bloom-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, golden bloom motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Golden Bloom Motif A brass ring featuring golden bloom-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Golden', 'Bloom', 'Motif', 'A', 'brass', 'ring', 'featuring', 'golden', 'bloom-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Golden', 'Bloom', 'Motif', 'brass', 'ring', 'golden', 'bloom-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Golden', 'Bloom', 'Motif', 'brass', 'ring', 'golden', 'bloom-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'golden bloom motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring golden bloom motif brass ring golden bloom-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Rose Pearl Motif,"A brass ring with rose pearl-inspired indigenous design, adjustable for comfort.",Jewelry,Ring,White,UNSPECIFIED,"Brass, Pearl","ring, rose pearl motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Rose Pearl Motif A brass ring with rose pearl-inspired indigenous design, adjustable for comfort. White UNSPECIFIED Brass, Pearl","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Rose', 'Pearl', 'Motif', 'A', 'brass', 'ring', 'with', 'rose', 'pearl-inspired', 'indigenous', 'design', ',', 'adjustable', 'for', 'comfort', '.', 'White', 'UNSPECIFIED', 'Brass', ',', 'Pearl']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Rose', 'Pearl', 'Motif', 'brass', 'ring', 'rose', 'pearl-inspired', 'indigenous', 'design', 'adjustable', 'comfort', 'White', 'UNSPECIFIED', 'Brass', 'Pearl']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Rose', 'Pearl', 'Motif', 'brass', 'ring', 'rose', 'pearl-inspired', 'indigenous', 'design', 'adjustable', 'comfort', 'White', 'UNSPECIFIED', 'Brass', 'Pearl']","['ring', 'rose pearl motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring rose pearl motif brass ring rose pearl-inspired indigenous design adjustable comfort white unspecified brass pearl
Indigenous Brass Adjustable Ring with Glossy Pearl Motif,"A brass ring featuring glossy pearl-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,"Brass, Pearl","ring, glossy pearl motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Glossy Pearl Motif A brass ring featuring glossy pearl-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass, Pearl","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Glossy', 'Pearl', 'Motif', 'A', 'brass', 'ring', 'featuring', 'glossy', 'pearl-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass', ',', 'Pearl']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Glossy', 'Pearl', 'Motif', 'brass', 'ring', 'glossy', 'pearl-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass', 'Pearl']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Glossy', 'Pearl', 'Motif', 'brass', 'ring', 'glossy', 'pearl-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass', 'Pearl']","['ring', 'glossy pearl motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring glossy pearl motif brass ring glossy pearl-inspired indigenous design adjustable fit white unspecified brass pearl
Indigenous Brass Adjustable Ring with Bird Motif,"A brass ring featuring bird-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, bird motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Bird Motif A brass ring featuring bird-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Bird', 'Motif', 'A', 'brass', 'ring', 'featuring', 'bird-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Bird', 'Motif', 'brass', 'ring', 'bird-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Bird', 'Motif', 'brass', 'ring', 'bird-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'bird motif', 'indigenous', 'brass', 'Filipino']","['ring', 'bird motif', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring bird motif brass ring bird-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Bell Motif,"A brass ring featuring bell-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, bell motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Bell Motif A brass ring featuring bell-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Bell', 'Motif', 'A', 'brass', 'ring', 'featuring', 'bell-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Bell', 'Motif', 'brass', 'ring', 'bell-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Bell', 'Motif', 'brass', 'ring', 'bell-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'bell motif', 'indigenous', 'brass', 'Filipino']","['ring', 'bell motif', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring bell motif brass ring bell-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Sphere Motif,"A brass ring featuring sphere-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, sphere motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Sphere Motif A brass ring featuring sphere-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Sphere', 'Motif', 'A', 'brass', 'ring', 'featuring', 'sphere-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Sphere', 'Motif', 'brass', 'ring', 'sphere-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Sphere', 'Motif', 'brass', 'ring', 'sphere-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'sphere motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring sphere motif brass ring sphere-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Classic Motif,"A brass ring featuring classic indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, classic motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Classic Motif A brass ring featuring classic indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Classic', 'Motif', 'A', 'brass', 'ring', 'featuring', 'classic', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Classic', 'Motif', 'brass', 'ring', 'classic', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Classic', 'Motif', 'brass', 'ring', 'classic', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'classic motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring classic motif brass ring classic indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Minimalist Motif,"A brass ring featuring minimalist indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, minimalist motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Minimalist Motif A brass ring featuring minimalist indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Minimalist', 'Motif', 'A', 'brass', 'ring', 'featuring', 'minimalist', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Minimalist', 'Motif', 'brass', 'ring', 'minimalist', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Minimalist', 'Motif', 'brass', 'ring', 'minimalist', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'minimalist motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring minimalist motif brass ring minimalist indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Jusilyn Silk Accent,"A brass ring featuring Jusilyn silk accent, adjustable fit.",Jewelry,Ring,Off-White,UNSPECIFIED,"Brass, Silk","ring, silk accent, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Jusilyn Silk Accent A brass ring featuring Jusilyn silk accent, adjustable fit. Off-White UNSPECIFIED Brass, Silk","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Jusilyn', 'Silk', 'Accent', 'A', 'brass', 'ring', 'featuring', 'Jusilyn', 'silk', 'accent', ',', 'adjustable', 'fit', '.', 'Off-White', 'UNSPECIFIED', 'Brass', ',', 'Silk']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Jusilyn', 'Silk', 'Accent', 'brass', 'ring', 'Jusilyn', 'silk', 'accent', 'adjustable', 'fit', 'Off-White', 'UNSPECIFIED', 'Brass', 'Silk']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Jusilyn', 'Silk', 'Accent', 'brass', 'ring', 'Jusilyn', 'silk', 'accent', 'adjustable', 'fit', 'Off-White', 'UNSPECIFIED', 'Brass', 'Silk']","['ring', 'silk accent', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring jusilyn silk accent brass ring jusilyn silk accent adjustable fit off-white unspecified brass silk
Indigenous Brass Adjustable Ring with Wedding Pillow Motif,"A brass ring featuring wedding pillow-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, wedding pillow motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Wedding Pillow Motif A brass ring featuring wedding pillow-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Wedding', 'Pillow', 'Motif', 'A', 'brass', 'ring', 'featuring', 'wedding', 'pillow-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Wedding', 'Pillow', 'Motif', 'brass', 'ring', 'wedding', 'pillow-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Wedding', 'Pillow', 'Motif', 'brass', 'ring', 'wedding', 'pillow-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'wedding pillow motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring wedding pillow motif brass ring wedding pillow-inspired indigenous design adjustable fit white unspecified brass
Indigenous Brass Adjustable Ring with Unity Cord Motif,"A brass ring featuring unity cord-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, unity cord motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Unity Cord Motif A brass ring featuring unity cord-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Unity', 'Cord', 'Motif', 'A', 'brass', 'ring', 'featuring', 'unity', 'cord-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Unity', 'Cord', 'Motif', 'brass', 'ring', 'unity', 'cord-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Unity', 'Cord', 'Motif', 'brass', 'ring', 'unity', 'cord-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'unity cord motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring unity cord motif brass ring unity cord-inspired indigenous design adjustable fit white unspecified brass
Indigenous Brass Adjustable Ring with Veil Motif,"A brass ring featuring veil-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, veil motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Veil Motif A brass ring featuring veil-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Veil', 'Motif', 'A', 'brass', 'ring', 'featuring', 'veil-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Veil', 'Motif', 'brass', 'ring', 'veil-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Veil', 'Motif', 'brass', 'ring', 'veil-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'veil motif', 'indigenous', 'brass', 'Filipino']","['ring', 'veil motif', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring veil motif brass ring veil-inspired indigenous design adjustable fit white unspecified brass
Indigenous Brass Adjustable Ring with Abaniko Motif,"A brass ring featuring abaniko-inspired indigenous design, adjustable fit.",Jewelry,Ring,Natural,UNSPECIFIED,Brass,"ring, abaniko motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Abaniko Motif A brass ring featuring abaniko-inspired indigenous design, adjustable fit. Natural UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Abaniko', 'Motif', 'A', 'brass', 'ring', 'featuring', 'abaniko-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Natural', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Abaniko', 'Motif', 'brass', 'ring', 'abaniko-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Natural', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Abaniko', 'Motif', 'brass', 'ring', 'abaniko-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Natural', 'UNSPECIFIED', 'Brass']","['ring', 'abaniko motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring abaniko motif brass ring abaniko-inspired indigenous design adjustable fit natural unspecified brass
Indigenous Brass Adjustable Ring with Capiz Motif,"A brass ring featuring capiz shell-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,"Brass, Capiz Shell","ring, capiz motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Capiz Motif A brass ring featuring capiz shell-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass, Capiz Shell","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Capiz', 'Motif', 'A', 'brass', 'ring', 'featuring', 'capiz', 'shell-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass', ',', 'Capiz', 'Shell']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Capiz', 'Motif', 'brass', 'ring', 'capiz', 'shell-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass', 'Capiz', 'Shell']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Capiz', 'Motif', 'brass', 'ring', 'capiz', 'shell-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass', 'Capiz', 'Shell']","['ring', 'capiz motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring capiz motif brass ring capiz shell-inspired indigenous design adjustable fit white unspecified brass capiz shell
Indigenous Brass Adjustable Ring with Malong Motif,"A brass ring featuring malong-inspired indigenous design, adjustable fit.",Jewelry,Ring,Red,UNSPECIFIED,"Brass, Textile","ring, malong motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Malong Motif A brass ring featuring malong-inspired indigenous design, adjustable fit. Red UNSPECIFIED Brass, Textile","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Malong', 'Motif', 'A', 'brass', 'ring', 'featuring', 'malong-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Red', 'UNSPECIFIED', 'Brass', ',', 'Textile']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Malong', 'Motif', 'brass', 'ring', 'malong-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Red', 'UNSPECIFIED', 'Brass', 'Textile']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Malong', 'Motif', 'brass', 'ring', 'malong-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Red', 'UNSPECIFIED', 'Brass', 'Textile']","['ring', 'malong motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring malong motif brass ring malong-inspired indigenous design adjustable fit red unspecified brass textile
Indigenous Brass Adjustable Ring with Unity Veil Motif,"A brass ring featuring unity veil-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, unity veil motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Unity Veil Motif A brass ring featuring unity veil-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Unity', 'Veil', 'Motif', 'A', 'brass', 'ring', 'featuring', 'unity', 'veil-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Unity', 'Veil', 'Motif', 'brass', 'ring', 'unity', 'veil-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Unity', 'Veil', 'Motif', 'brass', 'ring', 'unity', 'veil-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'unity veil motif', 'indigenous', 'brass', 'Filipino']","['ring', 'unity veil motif', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring unity veil motif brass ring unity veil-inspired indigenous design adjustable fit white unspecified brass
Indigenous Brass Adjustable Ring with Cord Motif,"A brass ring featuring cord-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, cord motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Cord Motif A brass ring featuring cord-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Cord', 'Motif', 'A', 'brass', 'ring', 'featuring', 'cord-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Cord', 'Motif', 'brass', 'ring', 'cord-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Cord', 'Motif', 'brass', 'ring', 'cord-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'cord motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring cord motif brass ring cord-inspired indigenous design adjustable fit white unspecified brass
Indigenous Brass Adjustable Ring with Arras Motif,"A brass ring featuring arras-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, arras motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Arras Motif A brass ring featuring arras-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Arras', 'Motif', 'A', 'brass', 'ring', 'featuring', 'arras-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Arras', 'Motif', 'brass', 'ring', 'arras-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Arras', 'Motif', 'brass', 'ring', 'arras-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'arras motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring arras motif brass ring arras-inspired indigenous design adjustable fit gold unspecified brass
